epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,20499.6,1.48687,1.06737,1.05108,0.83108,0.73447,0.79582,0.47799,1.4856,0.99583,0.97985,0.00802,0.00802,0.00802
62,20849.2,1.48648,1.04439,1.0433,0.83961,0.73222,0.7961,0.47847,1.48804,0.99886,0.97981,0.007987,0.007987,0.007987
63,21198.7,1.47191,1.05368,1.04644,0.84043,0.72665,0.79489,0.47965,1.48538,0.99859,0.98005,0.007954,0.007954,0.007954
64,21549.5,1.46779,1.04503,1.03967,0.83985,0.7285,0.79653,0.47936,1.48594,1.00069,0.98102,0.007921,0.007921,0.007921
65,21898.9,1.48081,1.06131,1.0392,0.83634,0.72719,0.79612,0.47931,1.48741,1.00191,0.9807,0.007888,0.007888,0.007888
66,22248.3,1.48011,1.05445,1.04998,0.83223,0.73355,0.79868,0.48049,1.48586,1.00221,0.98073,0.007855,0.007855,0.007855
67,22596.9,1.47327,1.04135,1.04006,0.82535,0.73852,0.79905,0.4815,1.48494,1.00473,0.98086,0.007822,0.007822,0.007822
68,22958.1,1.46712,1.03504,1.04143,0.83434,0.73402,0.79655,0.48061,1.48481,1.003,0.98009,0.007789,0.007789,0.007789
69,23310,1.47413,1.04728,1.04102,0.83051,0.73674,0.79664,0.48146,1.48668,1.00299,0.97968,0.007756,0.007756,0.007756
70,23660.5,1.45963,1.02278,1.03872,0.83534,0.73488,0.7998,0.48225,1.48479,1.00337,0.97949,0.007723,0.007723,0.007723
71,24010,1.46421,1.03112,1.03659,0.83445,0.7358,0.8,0.48261,1.48369,0.99989,0.97869,0.00769,0.00769,0.00769
72,24359.7,1.45537,1.02477,1.03369,0.82228,0.74046,0.79844,0.4813,1.48102,0.99996,0.9784,0.007657,0.007657,0.007657
73,24710.1,1.46452,1.03091,1.03547,0.83179,0.73918,0.79876,0.48198,1.47985,0.9984,0.97725,0.007624,0.007624,0.007624
74,25059.2,1.4598,1.01429,1.03408,0.83166,0.73957,0.80096,0.4852,1.47746,0.99739,0.97675,0.007591,0.007591,0.007591
75,25408.5,1.44066,0.99519,1.03571,0.82888,0.7409,0.80039,0.4844,1.47714,0.99364,0.97542,0.007558,0.007558,0.007558
76,25770.3,1.45199,1.02545,1.03429,0.82215,0.74007,0.79649,0.48382,1.47726,0.99326,0.9756,0.007525,0.007525,0.007525
77,26119.5,1.4494,1.01319,1.03077,0.82288,0.74104,0.79625,0.48322,1.47602,0.99292,0.975,0.007492,0.007492,0.007492
78,26468.3,1.44186,0.99824,1.03178,0.82351,0.74094,0.79594,0.48419,1.47576,0.99574,0.97463,0.007459,0.007459,0.007459
79,26817.6,1.43611,1.00243,1.0327,0.83067,0.73918,0.7967,0.48421,1.47436,0.9931,0.97409,0.007426,0.007426,0.007426
80,27167.7,1.4424,0.99208,1.03397,0.83909,0.7377,0.79677,0.48643,1.47479,0.99139,0.97357,0.007393,0.007393,0.007393
81,27517.7,1.43175,0.99545,1.02522,0.83877,0.73644,0.79908,0.48818,1.47171,0.98992,0.97345,0.00736,0.00736,0.00736
82,27866.6,1.44526,1.00134,1.03004,0.83414,0.73793,0.79724,0.48801,1.47172,0.98904,0.97343,0.007327,0.007327,0.007327
83,28216.1,1.43681,0.99058,1.03101,0.83463,0.73907,0.79746,0.48792,1.47321,0.98895,0.97341,0.007294,0.007294,0.007294
84,28578.1,1.43105,0.98004,1.02494,0.83515,0.73833,0.79711,0.48792,1.47225,0.98783,0.97318,0.007261,0.007261,0.007261
85,28926.4,1.42687,0.98888,1.02303,0.836,0.74037,0.79739,0.48795,1.47174,0.9855,0.97299,0.007228,0.007228,0.007228
86,29275.7,1.43399,0.98234,1.0232,0.83712,0.7409,0.79793,0.48739,1.47046,0.98749,0.97273,0.007195,0.007195,0.007195
87,29625.7,1.42497,0.98429,1.0254,0.82916,0.74906,0.79865,0.48881,1.46996,0.98493,0.97264,0.007162,0.007162,0.007162
88,29975.1,1.4107,0.97289,1.0221,0.82977,0.74853,0.79811,0.48926,1.4699,0.98558,0.9727,0.007129,0.007129,0.007129
89,30324.3,1.41921,0.96854,1.01983,0.82627,0.74687,0.79952,0.49025,1.47026,0.9854,0.9725,0.007096,0.007096,0.007096
90,30674,1.41074,0.96799,1.02457,0.82643,0.7495,0.80028,0.49058,1.47039,0.98541,0.97269,0.007063,0.007063,0.007063
91,31023.5,1.4163,0.96426,1.01894,0.82838,0.74934,0.79955,0.4903,1.46948,0.98321,0.97246,0.00703,0.00703,0.00703
92,31385.2,1.40618,0.96135,1.01945,0.82914,0.74997,0.79953,0.49052,1.46692,0.98221,0.97215,0.006997,0.006997,0.006997
93,31734.6,1.41101,0.96028,1.01721,0.83134,0.74959,0.79979,0.49206,1.46763,0.98266,0.97223,0.006964,0.006964,0.006964
94,32084.6,1.40428,0.96165,1.01741,0.82862,0.7484,0.79987,0.49198,1.46704,0.98232,0.97218,0.006931,0.006931,0.006931
95,32433.1,1.40049,0.94511,1.0149,0.83484,0.74577,0.80019,0.49227,1.46542,0.98204,0.97211,0.006898,0.006898,0.006898
96,32781.6,1.39443,0.94939,1.01591,0.83601,0.74403,0.79996,0.49302,1.46595,0.98167,0.97245,0.006865,0.006865,0.006865
97,33130.4,1.39915,0.94122,1.01549,0.83547,0.74429,0.80048,0.49245,1.46644,0.98194,0.97226,0.006832,0.006832,0.006832
98,33480,1.38597,0.93798,1.01011,0.82981,0.74348,0.80009,0.49186,1.46614,0.98348,0.97204,0.006799,0.006799,0.006799
99,33829.9,1.378,0.93484,1.00795,0.83517,0.74243,0.80062,0.49089,1.46706,0.98301,0.97205,0.006766,0.006766,0.006766
100,34191.8,1.39919,0.93914,1.01289,0.82496,0.74698,0.79944,0.49157,1.46616,0.98321,0.97176,0.006733,0.006733,0.006733
101,34542.6,1.37998,0.93736,1.01116,0.83265,0.74204,0.79968,0.49226,1.46692,0.98266,0.97202,0.0067,0.0067,0.0067
102,34892.1,1.39405,0.93476,1.01919,0.83017,0.74476,0.79897,0.49232,1.46485,0.98154,0.9717,0.006667,0.006667,0.006667
103,35241.1,1.38544,0.93256,1.01319,0.83152,0.74371,0.79922,0.49116,1.4663,0.98112,0.97161,0.006634,0.006634,0.006634
104,35590.5,1.38364,0.92901,1.0088,0.83258,0.74386,0.7993,0.49114,1.46581,0.98055,0.97109,0.006601,0.006601,0.006601
105,35939.2,1.39382,0.94313,1.01317,0.83234,0.74143,0.7981,0.48963,1.46534,0.97983,0.97117,0.006568,0.006568,0.006568
106,36289.2,1.38098,0.93038,1.00338,0.83268,0.74342,0.79908,0.48965,1.46578,0.97974,0.97112,0.006535,0.006535,0.006535
107,36641.1,1.37777,0.91397,1.01064,0.8308,0.74562,0.79904,0.49033,1.46614,0.97951,0.97064,0.006502,0.006502,0.006502
108,37000.7,1.36977,0.9189,1.00884,0.83259,0.74425,0.80037,0.49181,1.46677,0.98009,0.97089,0.006469,0.006469,0.006469
109,37349.7,1.36554,0.90836,1.0076,0.83053,0.74322,0.80025,0.492,1.46577,0.97982,0.97043,0.006436,0.006436,0.006436
110,37698.6,1.36681,0.91045,1.00466,0.83246,0.74273,0.80087,0.4908,1.46703,0.97971,0.97074,0.006403,0.006403,0.006403
111,38046.4,1.37198,0.92006,1.00325,0.83173,0.7429,0.80105,0.49077,1.46472,0.97998,0.97013,0.00637,0.00637,0.00637
112,38394.9,1.36931,0.91537,1.00546,0.82715,0.74711,0.80129,0.49117,1.46497,0.97892,0.97019,0.006337,0.006337,0.006337
113,38743.2,1.36413,0.91085,1.00045,0.83062,0.74343,0.80267,0.492,1.46339,0.97795,0.96958,0.006304,0.006304,0.006304
114,39092.4,1.36231,0.9046,1.00296,0.83165,0.74343,0.8017,0.49119,1.46354,0.97806,0.96925,0.006271,0.006271,0.006271
115,39449.9,1.36882,0.91581,1.00211,0.8302,0.74763,0.80295,0.49193,1.46495,0.97762,0.96933,0.006238,0.006238,0.006238
116,39804.3,1.35907,0.9135,1.00307,0.82838,0.74938,0.80405,0.49312,1.46398,0.97582,0.96921,0.006205,0.006205,0.006205
117,40154.7,1.35066,0.90564,0.99702,0.83298,0.74529,0.80518,0.4944,1.46351,0.97546,0.969,0.006172,0.006172,0.006172
118,40504.8,1.34575,0.88471,1.00112,0.83438,0.74453,0.80518,0.49386,1.4634,0.97529,0.96918,0.006139,0.006139,0.006139
119,40854.1,1.35681,0.89918,0.9995,0.83529,0.74508,0.80555,0.495,1.46477,0.973,0.96867,0.006106,0.006106,0.006106
120,41202.8,1.34912,0.89993,0.99666,0.83716,0.74171,0.80559,0.49485,1.4667,0.97246,0.96857,0.006073,0.006073,0.006073
121,41551.3,1.35002,0.89602,0.99679,0.83927,0.7419,0.80508,0.49446,1.46606,0.97137,0.96868,0.00604,0.00604,0.00604
122,41899.7,1.35365,0.8988,0.99552,0.83618,0.7419,0.80535,0.4954,1.46661,0.97123,0.96851,0.006007,0.006007,0.006007
123,42261.3,1.35637,0.8935,0.99683,0.83734,0.74243,0.80545,0.49571,1.4658,0.9719,0.9684,0.005974,0.005974,0.005974
124,42612.2,1.32788,0.86485,0.9945,0.83836,0.7419,0.806,0.49627,1.46547,0.9718,0.96835,0.005941,0.005941,0.005941
125,42961.6,1.32648,0.87806,0.99114,0.84135,0.73875,0.8073,0.49697,1.46491,0.96957,0.96831,0.005908,0.005908,0.005908
126,43309.8,1.33482,0.88573,0.99257,0.8424,0.7376,0.80528,0.49754,1.46532,0.96912,0.96812,0.005875,0.005875,0.005875
127,43658.3,1.33342,0.88286,0.99321,0.8406,0.73877,0.80504,0.49848,1.46467,0.96811,0.96772,0.005842,0.005842,0.005842
128,44007,1.33857,0.86707,0.99578,0.8354,0.74188,0.80516,0.49889,1.46356,0.96704,0.96772,0.005809,0.005809,0.005809
129,44356.2,1.32245,0.87458,0.99124,0.83521,0.73896,0.80395,0.49819,1.46288,0.96639,0.96766,0.005776,0.005776,0.005776
130,44704.8,1.31844,0.86238,0.9905,0.83846,0.73896,0.8046,0.49804,1.46303,0.96526,0.96802,0.005743,0.005743,0.005743
131,45066.6,1.33745,0.88436,0.98627,0.83823,0.73949,0.80462,0.49851,1.46247,0.96197,0.96771,0.00571,0.00571,0.00571
132,45414.8,1.33112,0.86157,0.98386,0.84124,0.73949,0.80486,0.4993,1.46216,0.96172,0.96772,0.005677,0.005677,0.005677
133,45763.9,1.32417,0.87158,0.98811,0.84192,0.73978,0.80506,0.49997,1.46274,0.96045,0.96752,0.005644,0.005644,0.005644
134,46112.8,1.30908,0.84678,0.98738,0.82845,0.74921,0.80833,0.50241,1.46203,0.95935,0.96732,0.005611,0.005611,0.005611
135,46462.4,1.31182,0.86466,0.98216,0.84282,0.73934,0.80897,0.50235,1.46327,0.9583,0.96764,0.005578,0.005578,0.005578
136,46812,1.30929,0.84805,0.98442,0.83629,0.74915,0.80927,0.50381,1.46139,0.95472,0.96718,0.005545,0.005545,0.005545
137,47161.9,1.30467,0.84986,0.98328,0.84148,0.74107,0.80869,0.50339,1.46163,0.95438,0.96715,0.005512,0.005512,0.005512
138,47512.6,1.30675,0.8488,0.97997,0.83513,0.74968,0.80997,0.50332,1.46414,0.95326,0.96693,0.005479,0.005479,0.005479
139,47873.9,1.30348,0.85509,0.98394,0.83562,0.74928,0.8097,0.50403,1.46261,0.95213,0.96664,0.005446,0.005446,0.005446
140,48223.3,1.29832,0.83667,0.98128,0.83347,0.75255,0.81072,0.5039,1.46222,0.95145,0.96631,0.005413,0.005413,0.005413
141,48572,1.32022,0.84885,0.98328,0.83437,0.75253,0.81062,0.50459,1.46076,0.9527,0.96644,0.00538,0.00538,0.00538
142,48920.9,1.28924,0.83892,0.9797,0.83575,0.75046,0.81124,0.50519,1.46169,0.95211,0.96653,0.005347,0.005347,0.005347
143,49269.8,1.29791,0.83139,0.98127,0.83468,0.7512,0.80876,0.5037,1.46141,0.95066,0.96668,0.005314,0.005314,0.005314
144,49618.9,1.2966,0.83186,0.97556,0.83434,0.75048,0.81034,0.50366,1.46389,0.95168,0.96651,0.005281,0.005281,0.005281
145,49968.3,1.29326,0.82886,0.98077,0.82798,0.75234,0.80959,0.50347,1.464,0.95266,0.96658,0.005248,0.005248,0.005248
146,50323,1.2905,0.83986,0.97837,0.82705,0.75329,0.80883,0.50435,1.46388,0.95153,0.96649,0.005215,0.005215,0.005215
147,50680,1.29267,0.82637,0.97592,0.81789,0.75971,0.80953,0.50418,1.46278,0.95162,0.96577,0.005182,0.005182,0.005182
148,51027.5,1.28916,0.8219,0.97575,0.83517,0.74845,0.80835,0.50418,1.46122,0.95145,0.96561,0.005149,0.005149,0.005149
149,51376.4,1.28192,0.82176,0.97189,0.82279,0.75658,0.80897,0.50405,1.46273,0.9508,0.96549,0.005116,0.005116,0.005116
150,51724.3,1.26826,0.81567,0.97077,0.82188,0.75807,0.80898,0.50505,1.46274,0.94964,0.96542,0.005083,0.005083,0.005083
151,52074.5,1.2859,0.82048,0.97372,0.82331,0.75886,0.80971,0.5056,1.46116,0.94953,0.96513,0.00505,0.00505,0.00505
152,52424.2,1.27177,0.80807,0.97505,0.82529,0.75223,0.80866,0.50563,1.46217,0.94794,0.96539,0.005017,0.005017,0.005017
153,52772.3,1.2713,0.81508,0.9764,0.829,0.75005,0.80984,0.50595,1.45906,0.94594,0.96467,0.004984,0.004984,0.004984
154,53133.6,1.27168,0.81335,0.97103,0.82401,0.75679,0.80879,0.50573,1.46023,0.94614,0.96451,0.004951,0.004951,0.004951
155,53484.9,1.26843,0.8072,0.96864,0.81385,0.76903,0.80906,0.50628,1.45945,0.94463,0.96458,0.004918,0.004918,0.004918
156,53834.5,1.27613,0.82103,0.96764,0.82919,0.75735,0.81027,0.50668,1.45721,0.94418,0.96459,0.004885,0.004885,0.004885
157,54182.8,1.26236,0.80566,0.97055,0.83038,0.75536,0.80988,0.50666,1.45763,0.94484,0.96439,0.004852,0.004852,0.004852
158,54531.3,1.27132,0.81657,0.96499,0.82616,0.76346,0.81003,0.50675,1.45653,0.94372,0.96457,0.004819,0.004819,0.004819
159,54880.6,1.25083,0.79214,0.96713,0.81833,0.76687,0.81224,0.50775,1.4559,0.94271,0.96415,0.004786,0.004786,0.004786
160,55229.8,1.25776,0.80445,0.96776,0.82507,0.76386,0.81028,0.50764,1.45538,0.94149,0.96427,0.004753,0.004753,0.004753
161,55578.6,1.25054,0.79856,0.96428,0.83313,0.75702,0.81189,0.50824,1.45676,0.94169,0.96433,0.00472,0.00472,0.00472
162,55940.9,1.26293,0.8055,0.9663,0.83069,0.75994,0.81109,0.50829,1.45597,0.94233,0.96482,0.004687,0.004687,0.004687
163,56289.7,1.24167,0.79239,0.9684,0.83193,0.75941,0.8117,0.50829,1.45492,0.94221,0.9649,0.004654,0.004654,0.004654
164,56638.7,1.23874,0.79488,0.96059,0.82813,0.76529,0.81154,0.50801,1.45608,0.94242,0.96522,0.004621,0.004621,0.004621
165,56988.5,1.25248,0.78725,0.96556,0.82531,0.76465,0.81121,0.508,1.45599,0.94263,0.96475,0.004588,0.004588,0.004588
166,57338.1,1.24947,0.78554,0.95996,0.82808,0.76465,0.81133,0.50736,1.45564,0.9422,0.96474,0.004555,0.004555,0.004555
167,57687.2,1.24184,0.7728,0.96246,0.82769,0.76462,0.81179,0.50822,1.45479,0.94094,0.96479,0.004522,0.004522,0.004522
168,58036.7,1.24427,0.78392,0.96086,0.82889,0.76536,0.81215,0.50841,1.45375,0.93998,0.96485,0.004489,0.004489,0.004489
169,58386.4,1.23324,0.76925,0.95679,0.82731,0.76395,0.81205,0.50862,1.4539,0.93886,0.96492,0.004456,0.004456,0.004456
170,58746.7,1.24401,0.79211,0.96102,0.82984,0.76479,0.81366,0.50889,1.45307,0.93811,0.96495,0.004423,0.004423,0.004423
171,59095.3,1.22086,0.76878,0.95615,0.83153,0.76448,0.8131,0.50868,1.45478,0.9373,0.96517,0.00439,0.00439,0.00439
172,59444.6,1.22529,0.77696,0.96039,0.82869,0.76648,0.81262,0.50939,1.45565,0.93734,0.96553,0.004357,0.004357,0.004357
173,59794.7,1.23779,0.77961,0.96123,0.82959,0.7668,0.8133,0.50988,1.45592,0.93756,0.96557,0.004324,0.004324,0.004324
174,60143.4,1.22168,0.75801,0.95721,0.83223,0.76455,0.8136,0.51023,1.45436,0.93648,0.96496,0.004291,0.004291,0.004291
175,60492.5,1.22825,0.77206,0.95825,0.83348,0.76808,0.81446,0.51039,1.45574,0.93711,0.96497,0.004258,0.004258,0.004258
176,60842.3,1.22836,0.77149,0.95492,0.83048,0.76906,0.81335,0.51078,1.45694,0.93797,0.96516,0.004225,0.004225,0.004225
177,61193.6,1.2116,0.76159,0.95338,0.82862,0.77279,0.8147,0.51064,1.45665,0.937,0.96528,0.004192,0.004192,0.004192
178,61554,1.2269,0.77087,0.95379,0.83018,0.77169,0.81428,0.51238,1.45616,0.93512,0.96525,0.004159,0.004159,0.004159
179,61902.5,1.22457,0.75566,0.95578,0.82833,0.7746,0.81542,0.51271,1.45613,0.93491,0.96534,0.004126,0.004126,0.004126
180,62251.1,1.21295,0.75757,0.9516,0.82929,0.77581,0.81617,0.51329,1.45756,0.93376,0.96532,0.004093,0.004093,0.004093
181,62601.3,1.20605,0.76036,0.95101,0.82973,0.7751,0.81665,0.51276,1.45834,0.93383,0.96523,0.00406,0.00406,0.00406
182,62950.5,1.20839,0.75256,0.95022,0.82638,0.77686,0.81661,0.51293,1.45802,0.9325,0.96545,0.004027,0.004027,0.004027
183,63300.2,1.217,0.76118,0.9512,0.82348,0.77913,0.81661,0.51337,1.46177,0.93872,0.9666,0.003994,0.003994,0.003994
184,63649.2,1.19894,0.7382,0.9488,0.82137,0.78076,0.81703,0.51334,1.4625,0.9396,0.96692,0.003961,0.003961,0.003961
185,64003,1.1924,0.73948,0.94728,0.82203,0.78115,0.81726,0.5134,1.46322,0.94026,0.9671,0.003928,0.003928,0.003928
186,64359.9,1.1979,0.74479,0.94115,0.82628,0.77789,0.81698,0.51376,1.46148,0.93607,0.96623,0.003895,0.003895,0.003895
187,64709.3,1.18814,0.73375,0.94951,0.82792,0.77832,0.81698,0.51353,1.46128,0.93388,0.96596,0.003862,0.003862,0.003862
188,65057.5,1.19101,0.7385,0.94624,0.83395,0.77025,0.81731,0.51337,1.46182,0.93345,0.96598,0.003829,0.003829,0.003829
189,65405.7,1.18561,0.72905,0.94476,0.8247,0.78135,0.8166,0.5145,1.46312,0.93414,0.96619,0.003796,0.003796,0.003796
190,65755.8,1.18288,0.73417,0.94419,0.82527,0.78002,0.81917,0.51398,1.46245,0.93349,0.96575,0.003763,0.003763,0.003763
191,66104.6,1.1791,0.72728,0.94593,0.82832,0.77899,0.81965,0.51566,1.46161,0.93089,0.96597,0.00373,0.00373,0.00373
