epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,74952.7,1.27152,0.82133,0.97256,0.85146,0.73256,0.80995,0.48133,1.47416,0.94999,0.97428,0.003895,0.003895,0.003895
187,75356.8,1.26453,0.80137,0.97489,0.8505,0.73292,0.81001,0.48151,1.47414,0.9465,0.97418,0.003862,0.003862,0.003862
188,75760.6,1.27208,0.80518,0.9738,0.84862,0.73659,0.81157,0.48243,1.47386,0.94542,0.9742,0.003829,0.003829,0.003829
189,76163.9,1.25839,0.80803,0.97222,0.85381,0.73564,0.81235,0.48305,1.47403,0.94609,0.97422,0.003796,0.003796,0.003796
190,76567.9,1.26269,0.80947,0.97249,0.86044,0.7338,0.8122,0.4824,1.47468,0.9465,0.97499,0.003763,0.003763,0.003763
191,76963.2,1.26707,0.80604,0.97593,0.85871,0.73043,0.81005,0.48261,1.47701,0.9464,0.97473,0.00373,0.00373,0.00373
192,77367,1.27321,0.79764,0.97185,0.84782,0.73407,0.81089,0.48228,1.47902,0.94883,0.9752,0.003697,0.003697,0.003697
193,77770.2,1.25936,0.80592,0.96799,0.84919,0.73484,0.8112,0.48262,1.48109,0.95068,0.97627,0.003664,0.003664,0.003664
194,78173.7,1.25468,0.79227,0.96999,0.84259,0.73766,0.81227,0.48278,1.48091,0.94744,0.97571,0.003631,0.003631,0.003631
195,78577,1.25749,0.79879,0.97321,0.84304,0.73758,0.81177,0.48277,1.48042,0.94646,0.97545,0.003598,0.003598,0.003598
196,78981.1,1.24673,0.78846,0.97196,0.84363,0.73725,0.81116,0.48294,1.48021,0.94668,0.97575,0.003565,0.003565,0.003565
197,79384.1,1.25911,0.7854,0.97243,0.84367,0.73707,0.81001,0.48319,1.47957,0.94762,0.97598,0.003532,0.003532,0.003532
198,79778.4,1.24711,0.77938,0.96685,0.84249,0.74018,0.81252,0.48378,1.47651,0.94231,0.9757,0.003499,0.003499,0.003499
199,80182.7,1.25519,0.79464,0.96357,0.84009,0.73986,0.81102,0.48377,1.47971,0.94616,0.97663,0.003466,0.003466,0.003466
200,80585.5,1.25473,0.80266,0.96517,0.83887,0.73961,0.8111,0.48349,1.48527,0.95228,0.97745,0.003433,0.003433,0.003433
201,80988.9,1.25332,0.79596,0.97108,0.84195,0.73902,0.812,0.4836,1.48403,0.95264,0.97755,0.0034,0.0034,0.0034
202,81392.5,1.23998,0.774,0.96534,0.84007,0.73687,0.81206,0.48375,1.48409,0.9561,0.97765,0.003367,0.003367,0.003367
203,81795.9,1.23611,0.77314,0.96398,0.8379,0.73833,0.81278,0.48342,1.48167,0.94943,0.97649,0.003334,0.003334,0.003334
204,82199.6,1.22671,0.76775,0.96428,0.83727,0.73902,0.8123,0.48383,1.4919,0.96534,0.97974,0.003301,0.003301,0.003301
205,82596.9,1.23114,0.77749,0.96153,0.8383,0.73844,0.81268,0.48408,1.49101,0.95958,0.97873,0.003268,0.003268,0.003268
206,82999.6,1.22476,0.77353,0.95844,0.83894,0.73867,0.8138,0.486,1.485,0.95291,0.97715,0.003235,0.003235,0.003235
207,83403.7,1.22449,0.77072,0.96024,0.83512,0.74002,0.81359,0.48556,1.48676,0.95057,0.97725,0.003202,0.003202,0.003202
208,83808.1,1.22984,0.76953,0.96051,0.87138,0.72161,0.81388,0.48425,1.48455,0.94844,0.97679,0.003169,0.003169,0.003169
209,84210.7,1.23039,0.77032,0.96005,0.87065,0.72182,0.81379,0.48536,1.48821,0.95074,0.97727,0.003136,0.003136,0.003136
210,84614.3,1.21475,0.76058,0.95807,0.87066,0.7213,0.8141,0.48561,1.48827,0.95237,0.97771,0.003103,0.003103,0.003103
211,85013.2,1.2137,0.75004,0.95931,0.869,0.72302,0.81402,0.48602,1.49062,0.95363,0.97814,0.00307,0.00307,0.00307
212,85413.1,1.21029,0.75773,0.94761,0.86968,0.72416,0.81401,0.48646,1.49191,0.95478,0.97796,0.003037,0.003037,0.003037
213,85815.9,1.20973,0.75685,0.95244,0.86826,0.72465,0.81452,0.48645,1.48958,0.95198,0.9776,0.003004,0.003004,0.003004
214,86219.9,1.20506,0.74905,0.95265,0.8595,0.72975,0.81561,0.48721,1.48898,0.94902,0.97737,0.002971,0.002971,0.002971
215,86623.3,1.20333,0.75241,0.94893,0.8636,0.72669,0.81546,0.48666,1.48677,0.94771,0.97702,0.002938,0.002938,0.002938
216,87027.9,1.21578,0.7404,0.95665,0.85771,0.73094,0.81496,0.48646,1.48753,0.94657,0.97692,0.002905,0.002905,0.002905
217,87431.6,1.20244,0.7493,0.95098,0.85938,0.73112,0.81562,0.48653,1.48646,0.94327,0.97666,0.002872,0.002872,0.002872
218,87826.5,1.19054,0.73231,0.95083,0.86019,0.73131,0.81656,0.48702,1.48577,0.94269,0.97655,0.002839,0.002839,0.002839
219,88229,1.19008,0.73572,0.94721,0.86541,0.73067,0.81678,0.48731,1.4873,0.94635,0.97713,0.002806,0.002806,0.002806
220,88631.9,1.19835,0.74374,0.94927,0.86836,0.73134,0.81767,0.4876,1.48486,0.94146,0.97616,0.002773,0.002773,0.002773
221,89036.2,1.18736,0.73403,0.94672,0.84432,0.74503,0.81851,0.48671,1.4845,0.94368,0.97662,0.00274,0.00274,0.00274
222,89441.9,1.18452,0.72333,0.94576,0.84339,0.74423,0.81723,0.48754,1.47677,0.93596,0.9749,0.002707,0.002707,0.002707
223,89847.6,1.18072,0.72649,0.94235,0.83388,0.75253,0.81823,0.4881,1.47609,0.93514,0.97472,0.002674,0.002674,0.002674
224,90253.3,1.17292,0.72015,0.94167,0.8355,0.75649,0.81943,0.48799,1.47449,0.93389,0.9744,0.002641,0.002641,0.002641
225,90651.1,1.18372,0.72359,0.94631,0.83957,0.75216,0.81963,0.48907,1.47544,0.93506,0.97463,0.002608,0.002608,0.002608
226,91057.1,1.16961,0.71648,0.94418,0.83892,0.75228,0.81951,0.48906,1.47665,0.93385,0.97453,0.002575,0.002575,0.002575
227,91462.8,1.17471,0.71168,0.9414,0.84011,0.75281,0.82008,0.4896,1.47487,0.93266,0.9743,0.002542,0.002542,0.002542
228,91867.9,1.16733,0.71103,0.93975,0.83921,0.754,0.81831,0.48902,1.47376,0.92943,0.9738,0.002509,0.002509,0.002509
229,92272.5,1.17275,0.71704,0.94419,0.82796,0.75664,0.81749,0.48792,1.47333,0.93255,0.97421,0.002476,0.002476,0.002476
230,92677.5,1.17325,0.71539,0.93881,0.82804,0.75611,0.81687,0.48849,1.47343,0.93215,0.97422,0.002443,0.002443,0.002443
231,93075.3,1.15705,0.706,0.93507,0.83411,0.75153,0.81689,0.48895,1.47242,0.93156,0.97387,0.00241,0.00241,0.00241
232,93479.6,1.16117,0.70184,0.9392,0.83612,0.75141,0.81662,0.48988,1.46972,0.92565,0.97309,0.002377,0.002377,0.002377
233,93884.2,1.15703,0.69722,0.93765,0.82683,0.7553,0.81657,0.48942,1.47184,0.92986,0.97373,0.002344,0.002344,0.002344
234,94290,1.15375,0.69647,0.93641,0.82176,0.75688,0.8169,0.4905,1.47035,0.9294,0.97364,0.002311,0.002311,0.002311
235,94695.2,1.15582,0.70262,0.93674,0.83168,0.75453,0.81731,0.49063,1.472,0.92964,0.97344,0.002278,0.002278,0.002278
236,95099.3,1.15016,0.7045,0.93162,0.82924,0.75128,0.81689,0.4908,1.46834,0.92363,0.97262,0.002245,0.002245,0.002245
237,95504.4,1.14339,0.69498,0.93128,0.82246,0.75888,0.81817,0.48901,1.46692,0.92079,0.97249,0.002212,0.002212,0.002212
238,95901.4,1.14164,0.68883,0.93302,0.8233,0.7569,0.8187,0.48842,1.46599,0.92088,0.97221,0.002179,0.002179,0.002179
239,96306.6,1.1393,0.68182,0.92993,0.81946,0.76136,0.81909,0.48899,1.46665,0.92406,0.97296,0.002146,0.002146,0.002146
240,96712.2,1.14006,0.68354,0.93057,0.8245,0.76018,0.8194,0.48917,1.46436,0.92269,0.97255,0.002113,0.002113,0.002113
241,97118.6,1.1392,0.68815,0.93027,0.84159,0.75025,0.81864,0.48952,1.46172,0.91917,0.97182,0.00208,0.00208,0.00208
242,97524,1.12572,0.68166,0.92536,0.82569,0.76058,0.82022,0.49019,1.46076,0.91855,0.97178,0.002047,0.002047,0.002047
243,97928.2,1.12236,0.6768,0.92737,0.83038,0.76104,0.82061,0.48979,1.46207,0.91781,0.97186,0.002014,0.002014,0.002014
244,98325.8,1.12586,0.66847,0.92747,0.82701,0.76181,0.8198,0.48948,1.46368,0.91964,0.9723,0.001981,0.001981,0.001981
245,98729.9,1.11369,0.66565,0.92786,0.82752,0.75811,0.81989,0.48932,1.46441,0.91959,0.97272,0.001948,0.001948,0.001948
246,99134.7,1.10468,0.66807,0.92483,0.8286,0.76156,0.82025,0.48927,1.4646,0.92041,0.97316,0.001915,0.001915,0.001915
247,99540.3,1.1214,0.66961,0.92769,0.82811,0.76531,0.82137,0.48958,1.4647,0.92029,0.97308,0.001882,0.001882,0.001882
248,99945.5,1.11748,0.66807,0.92298,0.82813,0.76486,0.82106,0.4894,1.46376,0.92251,0.97288,0.001849,0.001849,0.001849
249,100351,1.1044,0.65627,0.92225,0.82667,0.76422,0.81976,0.48912,1.46604,0.92644,0.97377,0.001816,0.001816,0.001816
250,100756,1.10927,0.65683,0.92385,0.82636,0.76446,0.82037,0.48957,1.46335,0.92353,0.97323,0.001783,0.001783,0.001783
251,101158,1.10115,0.65688,0.92083,0.82704,0.76507,0.82201,0.4904,1.46368,0.92284,0.97316,0.00175,0.00175,0.00175
252,101568,1.09275,0.64957,0.91737,0.82392,0.76534,0.82048,0.49044,1.4631,0.92239,0.97313,0.001717,0.001717,0.001717
253,101978,1.10301,0.65688,0.92324,0.82416,0.76673,0.82076,0.49139,1.46311,0.92275,0.97299,0.001684,0.001684,0.001684
254,102387,1.09771,0.65073,0.92098,0.8222,0.76127,0.81727,0.49128,1.46746,0.92565,0.97344,0.001651,0.001651,0.001651
255,102796,1.09177,0.63944,0.91748,0.82479,0.76442,0.81833,0.49188,1.46652,0.92937,0.97396,0.001618,0.001618,0.001618
256,103197,1.08805,0.63892,0.91873,0.8234,0.7621,0.81667,0.49227,1.46677,0.9288,0.97369,0.001585,0.001585,0.001585
257,103573,1.08681,0.64061,0.91396,0.81964,0.76299,0.81776,0.49223,1.46613,0.92873,0.97371,0.001552,0.001552,0.001552
258,103797,1.06455,0.63261,0.91301,0.82327,0.75842,0.81971,0.49227,1.46837,0.93144,0.9743,0.001519,0.001519,0.001519
259,104020,1.06988,0.62797,0.91415,0.82377,0.75887,0.81823,0.4924,1.46843,0.93198,0.97449,0.001486,0.001486,0.001486
260,104245,1.06926,0.62958,0.91353,0.81687,0.76848,0.81698,0.49186,1.46835,0.93,0.97422,0.001453,0.001453,0.001453
261,104469,1.07168,0.63052,0.91098,0.81933,0.77048,0.81853,0.49141,1.46961,0.93303,0.97458,0.00142,0.00142,0.00142
262,104693,1.08012,0.62926,0.9162,0.8188,0.76989,0.81834,0.49223,1.46881,0.93467,0.97493,0.001387,0.001387,0.001387
263,104917,1.05133,0.62621,0.90907,0.8276,0.76434,0.81945,0.49254,1.46918,0.93489,0.97508,0.001354,0.001354,0.001354
264,105142,1.05469,0.6211,0.91038,0.83268,0.76388,0.82102,0.49239,1.46903,0.93529,0.97573,0.001321,0.001321,0.001321
265,105365,1.05502,0.61543,0.9088,0.83514,0.76388,0.82103,0.493,1.46921,0.9363,0.97585,0.001288,0.001288,0.001288
266,105590,1.04955,0.6155,0.90878,0.83496,0.7605,0.81975,0.49339,1.47133,0.93847,0.97627,0.001255,0.001255,0.001255
267,105814,1.03591,0.60757,0.90475,0.82343,0.76824,0.82135,0.49311,1.46992,0.93984,0.97643,0.001222,0.001222,0.001222
268,106037,1.04185,0.61208,0.90388,0.82274,0.77373,0.82176,0.49341,1.46995,0.93889,0.97675,0.001189,0.001189,0.001189
269,106261,1.04086,0.60511,0.90524,0.82219,0.7738,0.82164,0.49376,1.46824,0.93837,0.97636,0.001156,0.001156,0.001156
270,106486,1.03148,0.59549,0.90241,0.82211,0.77449,0.82151,0.49291,1.47182,0.94352,0.97716,0.001123,0.001123,0.001123
271,106710,1.03552,0.60352,0.90058,0.82525,0.77215,0.8218,0.49223,1.47106,0.94673,0.97729,0.00109,0.00109,0.00109
272,106935,1.03402,0.59841,0.90397,0.82849,0.77137,0.82117,0.49311,1.47221,0.94717,0.97782,0.001057,0.001057,0.001057
273,107159,1.03357,0.60927,0.90217,0.82797,0.77161,0.8211,0.49248,1.47099,0.94688,0.97794,0.001024,0.001024,0.001024
274,107383,1.04338,0.61206,0.89995,0.82602,0.77201,0.82,0.49242,1.47013,0.94723,0.97808,0.000991,0.000991,0.000991
275,107608,1.01561,0.58626,0.90031,0.82397,0.77229,0.81997,0.49282,1.47085,0.94717,0.97873,0.000958,0.000958,0.000958
276,107832,1.01982,0.59236,0.90056,0.82442,0.77331,0.82005,0.49306,1.47246,0.94975,0.97912,0.000925,0.000925,0.000925
277,108056,1.01808,0.5906,0.89695,0.83602,0.76081,0.82035,0.49307,1.47269,0.94976,0.97968,0.000892,0.000892,0.000892
278,108280,1.01726,0.58644,0.89601,0.83472,0.75695,0.82035,0.49281,1.4724,0.9498,0.97971,0.000859,0.000859,0.000859
279,108504,0.99799,0.57741,0.89295,0.83238,0.75811,0.82062,0.4934,1.47091,0.9494,0.98026,0.000826,0.000826,0.000826
280,108728,1.00786,0.57667,0.89762,0.83342,0.75822,0.82135,0.49317,1.47291,0.94973,0.98111,0.000793,0.000793,0.000793
281,108953,0.99563,0.57503,0.89115,0.8214,0.77585,0.82148,0.494,1.47263,0.95101,0.98118,0.00076,0.00076,0.00076
282,109177,1.00512,0.57584,0.89472,0.82089,0.77526,0.8215,0.49422,1.47226,0.94972,0.98157,0.000727,0.000727,0.000727
283,109401,0.99768,0.57512,0.89237,0.82423,0.77599,0.8214,0.4935,1.47101,0.94849,0.98178,0.000694,0.000694,0.000694
284,109626,0.98022,0.56232,0.89502,0.82671,0.77471,0.82167,0.49391,1.47018,0.94588,0.98189,0.000661,0.000661,0.000661
285,109850,0.9832,0.56568,0.89142,0.82688,0.77467,0.82188,0.49397,1.46823,0.94651,0.98241,0.000628,0.000628,0.000628
286,110074,0.9871,0.56769,0.89138,0.82739,0.77473,0.82219,0.49406,1.47148,0.95305,0.98351,0.000595,0.000595,0.000595
287,110299,0.97804,0.56113,0.89143,0.83052,0.77446,0.82202,0.49382,1.47387,0.95446,0.98428,0.000562,0.000562,0.000562
288,110523,0.97794,0.56099,0.88662,0.82975,0.77495,0.82226,0.49445,1.47403,0.95552,0.98451,0.000529,0.000529,0.000529
289,110747,0.97316,0.55364,0.88794,0.82948,0.77346,0.82159,0.49449,1.47338,0.95695,0.98522,0.000496,0.000496,0.000496
290,110971,0.96921,0.54989,0.88828,0.84009,0.75778,0.8213,0.49448,1.47493,0.95909,0.9857,0.000463,0.000463,0.000463
291,111196,1.00132,0.54867,0.87287,0.83895,0.75921,0.82174,0.49323,1.47228,0.95666,0.98512,0.00043,0.00043,0.00043
292,111419,0.97892,0.53892,0.8606,0.84085,0.75948,0.82222,0.49402,1.47388,0.95884,0.98599,0.000397,0.000397,0.000397
293,111642,0.97281,0.52968,0.86474,0.84234,0.75981,0.82211,0.49375,1.47452,0.95796,0.98646,0.000364,0.000364,0.000364
294,111866,0.96132,0.52231,0.85874,0.83985,0.75928,0.82231,0.49379,1.47391,0.96316,0.98755,0.000331,0.000331,0.000331
295,112090,0.94696,0.51717,0.85788,0.83761,0.75912,0.82203,0.49374,1.47567,0.96389,0.98798,0.000298,0.000298,0.000298
296,112313,0.95981,0.51982,0.86078,0.8371,0.76132,0.82209,0.49406,1.47553,0.96509,0.98853,0.000265,0.000265,0.000265
297,112537,0.94326,0.50539,0.85535,0.8372,0.76301,0.82209,0.49356,1.47435,0.96298,0.98858,0.000232,0.000232,0.000232
298,112761,0.94594,0.50852,0.85938,0.83464,0.76335,0.82184,0.49386,1.47357,0.96429,0.98895,0.000199,0.000199,0.000199
299,112984,0.93685,0.50642,0.85647,0.83588,0.76133,0.82198,0.49396,1.47435,0.96537,0.98933,0.000166,0.000166,0.000166
300,113207,0.93109,0.50956,0.85249,0.83606,0.76235,0.8217,0.49337,1.475,0.96722,0.99009,0.000133,0.000133,0.000133
