epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
137,28021.5,1.44152,0.68353,0.00308,0.83787,0.75696,0.82887,0.52205,1.62514,0.94273,0.0041,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,28225.4,1.45104,0.70162,0.00308,0.82666,0.75988,0.82879,0.52205,1.62562,0.94311,0.0041,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,28429.6,1.43083,0.68583,0.00298,0.82959,0.76003,0.82954,0.52143,1.62444,0.94321,0.0041,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,28634,1.43567,0.69217,0.00303,0.82183,0.76767,0.8293,0.5213,1.62228,0.9504,0.0041,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,28837.7,1.41629,0.6826,0.00302,0.83554,0.75877,0.82966,0.52105,1.62216,0.95266,0.00411,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,29043.3,1.41472,0.67268,0.00299,0.84006,0.75519,0.82966,0.52089,1.62247,0.95446,0.00411,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,29247.1,1.42495,0.69059,0.00296,0.83757,0.75666,0.82954,0.52073,1.62239,0.95407,0.00411,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,29450.9,1.4274,0.67824,0.00302,0.83046,0.76161,0.82859,0.51984,1.62163,0.95582,0.00411,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,29654.7,1.41614,0.67017,0.00302,0.83615,0.75511,0.83008,0.51942,1.62151,0.95859,0.00411,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,29858.5,1.41054,0.67806,0.00294,0.80982,0.76299,0.82884,0.52012,1.62377,0.95877,0.00413,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,30062.5,1.41608,0.65739,0.00296,0.81406,0.76072,0.82804,0.51944,1.62345,0.96054,0.00413,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,30266.1,1.40555,0.65673,0.00299,0.81375,0.76183,0.82947,0.52039,1.62476,0.96032,0.00414,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,30470,1.41342,0.66684,0.00299,0.8107,0.76947,0.82891,0.52041,1.62566,0.95813,0.00413,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,30673.5,1.40502,0.65767,0.00289,0.8138,0.76873,0.82902,0.5204,1.62581,0.95849,0.00413,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,30877.4,1.40504,0.65455,0.00297,0.82435,0.76193,0.82875,0.51958,1.62559,0.95474,0.00413,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,31081.2,1.388,0.64714,0.00291,0.81768,0.76209,0.82732,0.51884,1.62677,0.95924,0.00413,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,31285.1,1.39329,0.6486,0.00289,0.81519,0.76278,0.82674,0.51903,1.6248,0.95906,0.00414,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,31488.3,1.38897,0.65817,0.00288,0.80166,0.77045,0.82704,0.51937,1.62495,0.96126,0.00412,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,31692,1.38364,0.65471,0.00292,0.80213,0.76711,0.82634,0.52017,1.62487,0.96335,0.0041,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,31896.2,1.37675,0.64453,0.00289,0.8063,0.76915,0.82691,0.5203,1.62594,0.96527,0.00409,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,32100.7,1.37846,0.63989,0.00291,0.81589,0.77045,0.82791,0.5203,1.62492,0.96568,0.00409,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,32304.3,1.38561,0.62725,0.0029,0.81422,0.77098,0.82893,0.51998,1.62509,0.96661,0.00409,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,32508.1,1.3655,0.62449,0.00293,0.80714,0.77535,0.82816,0.52046,1.62529,0.96722,0.00408,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,32712,1.36713,0.6325,0.00285,0.8075,0.77634,0.82785,0.5214,1.62395,0.96464,0.00408,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,32916,1.36286,0.6211,0.00284,0.79916,0.7762,0.82741,0.5215,1.62411,0.9657,0.00411,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,33119.3,1.37509,0.63909,0.0029,0.80831,0.77532,0.82785,0.52067,1.62411,0.96501,0.00412,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,33323.6,1.36773,0.62167,0.00284,0.81538,0.77591,0.82868,0.52249,1.62542,0.95952,0.00412,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,33527.1,1.35942,0.62523,0.0028,0.81428,0.76995,0.8287,0.52293,1.62385,0.96032,0.00413,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,33731.2,1.35112,0.61396,0.00281,0.81115,0.77018,0.82906,0.52442,1.6253,0.96102,0.00413,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,33934.8,1.35353,0.6313,0.00281,0.81086,0.76899,0.82848,0.52572,1.62206,0.96701,0.00412,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,34138.9,1.35135,0.61509,0.00277,0.8005,0.77765,0.82692,0.52404,1.62359,0.9655,0.00413,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,34342.2,1.34836,0.60519,0.00278,0.79869,0.77822,0.8281,0.52481,1.62361,0.96577,0.00412,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,34546,1.33434,0.60918,0.00276,0.80503,0.77877,0.82873,0.52403,1.62149,0.9682,0.00411,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,34749.3,1.33411,0.60441,0.00276,0.80501,0.77851,0.82831,0.52345,1.62186,0.96951,0.00411,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,34953.1,1.32916,0.60602,0.00273,0.80275,0.78088,0.82797,0.5226,1.62125,0.97088,0.0041,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,35156.8,1.32909,0.59418,0.00273,0.8031,0.7804,0.8293,0.52267,1.62136,0.97168,0.00411,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,35360.9,1.3161,0.59074,0.00274,0.80675,0.77622,0.83024,0.52322,1.62336,0.96984,0.00411,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,35564,1.32292,0.60335,0.00268,0.80779,0.77612,0.83104,0.52431,1.62271,0.97133,0.00411,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,35768.3,1.3158,0.6113,0.00266,0.81528,0.77348,0.83194,0.52589,1.62229,0.96992,0.00411,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,35972.1,1.3088,0.58323,0.00267,0.82299,0.76714,0.82984,0.52533,1.62339,0.97172,0.00411,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,36176.4,1.32167,0.5928,0.0027,0.82094,0.76369,0.83035,0.52489,1.62321,0.97679,0.0041,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,36379.5,1.30172,0.57958,0.0027,0.82508,0.75858,0.82986,0.5242,1.62569,0.97208,0.0041,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,36582.8,1.29688,0.58582,0.00269,0.80529,0.77436,0.82975,0.52442,1.62313,0.97333,0.0041,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,36786.5,1.30674,0.59038,0.0027,0.82154,0.76129,0.8301,0.52451,1.62424,0.97255,0.0041,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,36990.3,1.29888,0.58103,0.00269,0.82537,0.75977,0.83052,0.5247,1.62305,0.97608,0.0041,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,37194.4,1.28077,0.56343,0.00264,0.82608,0.75686,0.83,0.52497,1.62279,0.97678,0.0041,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,37398.2,1.2954,0.56943,0.00264,0.81785,0.76307,0.82877,0.52477,1.61879,0.98358,0.00409,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,37601.2,1.28191,0.56744,0.00264,0.81333,0.76461,0.82845,0.52439,1.62065,0.98323,0.00409,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,37805.3,1.28169,0.56495,0.00261,0.82803,0.7549,0.82831,0.52553,1.62286,0.98164,0.00409,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,38009.1,1.27321,0.56422,0.00261,0.8229,0.75467,0.82695,0.5255,1.62284,0.9838,0.00409,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,38213.2,1.27466,0.5548,0.00257,0.82896,0.75412,0.82678,0.52489,1.62746,0.98206,0.0041,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,38417.1,1.26526,0.56557,0.00257,0.83538,0.74971,0.82755,0.52486,1.62547,0.98157,0.00411,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,38620.6,1.2686,0.55827,0.00259,0.84117,0.74518,0.82961,0.52564,1.62485,0.98017,0.00411,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,38824.5,1.26707,0.56256,0.00256,0.82889,0.75137,0.83028,0.52625,1.62246,0.98323,0.00411,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,39028.6,1.25619,0.5621,0.00253,0.82713,0.75381,0.82973,0.52553,1.61974,0.98452,0.00411,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,39232,1.25683,0.55326,0.00254,0.82568,0.75487,0.82833,0.52543,1.62081,0.9871,0.00413,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,39435.6,1.24694,0.54636,0.00254,0.82798,0.75017,0.82849,0.52627,1.61959,0.98478,0.00413,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,39638.9,1.25083,0.54676,0.00254,0.82689,0.75487,0.82791,0.5259,1.61763,0.98655,0.00413,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,39843.2,1.24906,0.54889,0.00252,0.83163,0.74893,0.82796,0.5254,1.61576,0.9909,0.00412,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,40047,1.24172,0.55048,0.00252,0.82644,0.74637,0.82621,0.5254,1.61669,0.99227,0.00413,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,40250.3,1.24098,0.54238,0.0025,0.81776,0.75281,0.8267,0.52605,1.61866,0.99277,0.00414,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,40453.8,1.23492,0.54143,0.00254,0.82751,0.74756,0.82672,0.52687,1.61882,0.99244,0.00414,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,40657.5,1.23656,0.5396,0.00244,0.82089,0.75455,0.8274,0.52735,1.61849,0.99235,0.00414,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,40860.9,1.2242,0.5304,0.00247,0.82964,0.75238,0.8285,0.52752,1.6206,0.9939,0.00414,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,41064.7,1.22809,0.53334,0.00243,0.82751,0.75788,0.83005,0.52816,1.6204,0.99408,0.00414,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,41268.6,1.22037,0.53297,0.00245,0.83419,0.7525,0.83048,0.52896,1.62155,0.99198,0.00415,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,41472.6,1.22803,0.54194,0.00241,0.83613,0.74474,0.83135,0.52918,1.62237,0.99099,0.00415,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,41676.4,1.20962,0.52528,0.00242,0.83006,0.74992,0.83103,0.52939,1.61973,0.99543,0.00413,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,41879.6,1.21336,0.52877,0.00242,0.84149,0.74421,0.83156,0.52986,1.62159,0.99297,0.00414,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,42083.5,1.20046,0.51878,0.00237,0.84293,0.74369,0.8312,0.52991,1.62328,0.9962,0.00414,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,42287.6,1.19998,0.51224,0.0024,0.83236,0.75059,0.83047,0.52938,1.6239,0.99848,0.00414,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,42491.3,1.19691,0.50828,0.00234,0.81976,0.75667,0.83153,0.53035,1.62659,0.99361,0.00414,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,42695.4,1.21197,0.5194,0.00238,0.82284,0.7595,0.83196,0.53136,1.62491,0.99269,0.00414,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,42899.1,1.20876,0.51536,0.00235,0.8286,0.75778,0.83256,0.5327,1.62684,0.98918,0.00414,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,43103,1.19345,0.5124,0.00238,0.82361,0.75753,0.83193,0.53219,1.62471,0.9878,0.00414,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,43306.4,1.18999,0.5082,0.00234,0.81919,0.75833,0.83277,0.5317,1.62421,0.98418,0.00415,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,43509.6,1.184,0.50552,0.00229,0.82273,0.75659,0.83199,0.53156,1.62393,0.98763,0.00414,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,43713.1,1.19239,0.50552,0.00234,0.82699,0.75561,0.83168,0.53206,1.62494,0.98849,0.00414,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,43917.3,1.16791,0.50122,0.00233,0.82711,0.75712,0.833,0.53329,1.6262,0.98683,0.00415,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,44121,1.16589,0.50043,0.00229,0.83567,0.75276,0.83264,0.53416,1.62741,0.98585,0.00415,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,44325.3,1.16938,0.50073,0.00226,0.82957,0.75366,0.8326,0.53418,1.62685,0.98634,0.00415,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,44528.8,1.16652,0.49644,0.00228,0.83724,0.75372,0.83354,0.53482,1.629,0.98587,0.00415,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,44732.7,1.16186,0.49871,0.00228,0.83636,0.7565,0.8337,0.53455,1.62798,0.98715,0.00416,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,44936.9,1.16025,0.49331,0.00228,0.8372,0.75368,0.83343,0.53434,1.62918,0.99071,0.00416,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,45141.2,1.14783,0.4845,0.00223,0.84001,0.75321,0.83383,0.53304,1.62706,0.98898,0.00415,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,45344.5,1.14497,0.48532,0.00221,0.84745,0.75335,0.83444,0.53358,1.629,0.98575,0.00417,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,45547.8,1.15229,0.48475,0.00224,0.84831,0.75218,0.83297,0.53308,1.62801,0.9845,0.00416,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,45751,1.13742,0.48385,0.00218,0.84664,0.75229,0.83294,0.5329,1.62754,0.98835,0.00416,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,45954.2,1.1363,0.47947,0.00221,0.84264,0.75029,0.83426,0.53327,1.62879,0.98822,0.00416,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,46157.4,1.12015,0.46375,0.00221,0.84687,0.7527,0.83555,0.53422,1.62684,0.98953,0.00416,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,46361.6,1.11427,0.46981,0.0022,0.8507,0.7514,0.83504,0.5328,1.62723,0.9904,0.00416,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,46565.2,1.11717,0.46692,0.00219,0.84423,0.76018,0.83471,0.53166,1.62737,0.99224,0.00417,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,46769.5,1.12807,0.4594,0.00223,0.84944,0.75666,0.83388,0.53254,1.62959,0.99194,0.00417,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,46973.3,1.11024,0.46769,0.00218,0.85047,0.75442,0.83508,0.53394,1.62788,0.99219,0.00417,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,47177.4,1.11146,0.46183,0.00215,0.84802,0.7521,0.83575,0.53496,1.62993,0.99331,0.00417,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,47380.9,1.10217,0.45867,0.00209,0.84952,0.75634,0.8354,0.53435,1.62999,0.99843,0.00417,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,47584.7,1.10253,0.45309,0.00208,0.84455,0.75269,0.83517,0.53384,1.62983,0.99946,0.00417,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,47788.7,1.09752,0.45904,0.00211,0.83766,0.75433,0.83327,0.53309,1.63035,1.00549,0.00418,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,47992.3,1.09328,0.45638,0.00206,0.83972,0.75316,0.83466,0.53308,1.632,1.00665,0.00418,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,48196.1,1.09224,0.45263,0.00209,0.84479,0.75155,0.83511,0.53343,1.63513,1.00379,0.0042,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,48400.1,1.10253,0.46037,0.00207,0.84902,0.75427,0.83451,0.53285,1.63647,1.00711,0.0042,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,48603.7,1.08142,0.44683,0.00207,0.85019,0.75292,0.8342,0.53213,1.63671,1.00763,0.0042,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,48808.1,1.07093,0.44381,0.00207,0.84768,0.75313,0.83282,0.53031,1.6374,1.00754,0.00421,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,49011.7,1.07376,0.43931,0.00207,0.84345,0.75662,0.83138,0.52936,1.6393,1.01245,0.00421,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,49215.6,1.06587,0.42918,0.00205,0.84134,0.75758,0.83153,0.53006,1.63982,1.0148,0.00422,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,49419.1,1.05841,0.43569,0.00204,0.83891,0.75869,0.83173,0.53056,1.64016,1.01852,0.00422,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,49622.5,1.06154,0.43005,0.002,0.83158,0.76113,0.83196,0.53116,1.64047,1.0202,0.00422,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,49825.9,1.05869,0.43749,0.00199,0.83466,0.76032,0.8316,0.53072,1.63916,1.01827,0.00422,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,50029.8,1.0545,0.42808,0.00199,0.83199,0.76006,0.83224,0.53078,1.63882,1.02048,0.00422,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,50233.7,1.0381,0.41994,0.00198,0.82951,0.7569,0.83302,0.53079,1.64033,1.02206,0.00422,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,50437.7,1.03134,0.42054,0.00194,0.82448,0.76293,0.83218,0.52954,1.64037,1.02564,0.00422,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,50641.3,1.03232,0.42578,0.00195,0.82329,0.7566,0.83092,0.5291,1.64023,1.02935,0.00422,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,50845.5,1.03231,0.42559,0.00195,0.82104,0.76124,0.83162,0.52951,1.64215,1.0294,0.00422,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,51049.3,1.0189,0.42666,0.00192,0.8336,0.75578,0.83101,0.52952,1.64219,1.03362,0.00422,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,51252.6,1.01954,0.42088,0.00191,0.82365,0.75848,0.83024,0.52968,1.64135,1.04032,0.00422,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,51456.6,1.01909,0.4178,0.00189,0.82602,0.75528,0.82899,0.52981,1.64067,1.04415,0.00422,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,51660.9,1.00829,0.41762,0.0019,0.83227,0.75176,0.8293,0.52995,1.64465,1.0503,0.00423,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,51864.5,1.00949,0.41663,0.00188,0.83507,0.75137,0.83102,0.53168,1.64325,1.05569,0.00423,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,52068.5,1.00982,0.41063,0.00192,0.83576,0.74374,0.83058,0.53189,1.64667,1.0593,0.00423,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,52271.8,1.00722,0.40708,0.00186,0.8276,0.75249,0.83042,0.53151,1.64713,1.06267,0.00423,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,52476.1,1.00015,0.4123,0.00188,0.82514,0.75732,0.83056,0.53199,1.65028,1.06511,0.00423,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,52679.7,0.99264,0.39845,0.00187,0.86375,0.72145,0.83036,0.53139,1.65034,1.06927,0.00423,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,52883.1,0.99218,0.39518,0.00185,0.86594,0.72113,0.83039,0.53119,1.64937,1.07133,0.00424,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,53087.1,0.98868,0.39379,0.00184,0.86006,0.72847,0.83032,0.53122,1.64974,1.07472,0.00424,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,53291.4,0.98723,0.39342,0.0018,0.86874,0.72344,0.8301,0.53175,1.64778,1.07721,0.00424,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,53494.5,0.97966,0.38976,0.0018,0.82869,0.74611,0.82968,0.53147,1.65086,1.07609,0.00424,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,53698.9,0.97123,0.37968,0.00177,0.84483,0.73583,0.82947,0.53075,1.64977,1.08384,0.00423,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,53902.6,0.96197,0.38377,0.00176,0.8375,0.74136,0.82966,0.53064,1.65185,1.0831,0.00424,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,54106.3,0.96153,0.38649,0.00178,0.83784,0.74245,0.82826,0.52955,1.65291,1.08317,0.00425,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,54309.7,0.96521,0.3886,0.00181,0.83711,0.74159,0.82767,0.52934,1.65448,1.08455,0.00425,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,54513.4,0.95289,0.38478,0.00178,0.84192,0.74182,0.8269,0.52902,1.65422,1.08613,0.00425,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,54717.2,0.95039,0.37717,0.00174,0.85064,0.73261,0.82574,0.52871,1.65542,1.08748,0.00422,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,54921.3,0.94646,0.37431,0.00173,0.8475,0.73475,0.8251,0.52822,1.65293,1.09381,0.00422,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,55125.2,0.94486,0.38204,0.00174,0.846,0.7388,0.82514,0.52919,1.65656,1.09237,0.00423,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,55328.8,0.93379,0.37574,0.00172,0.83951,0.74017,0.82465,0.529,1.65598,1.09355,0.00423,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,55532.3,0.93284,0.38132,0.0017,0.84098,0.74411,0.82622,0.52822,1.657,1.09347,0.00423,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,55736.5,0.92863,0.37058,0.0017,0.84501,0.74331,0.82698,0.52956,1.65956,1.09318,0.00423,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,55940.5,0.91582,0.36346,0.00167,0.84652,0.74489,0.82814,0.53048,1.66084,1.09778,0.00423,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,56144.2,0.92774,0.37249,0.00167,0.84744,0.74268,0.8284,0.53019,1.66186,1.0988,0.00423,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,56347.9,0.91398,0.36781,0.00167,0.85046,0.74424,0.8281,0.52955,1.66194,1.1012,0.00423,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,56552.1,0.90598,0.35977,0.00163,0.84951,0.74355,0.82806,0.52946,1.66084,1.09759,0.00423,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,56755.9,0.90615,0.36167,0.00163,0.8467,0.74363,0.82786,0.5297,1.66152,1.1006,0.00423,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,56960.1,0.90242,0.35973,0.00163,0.84731,0.74092,0.8283,0.53008,1.6629,1.10138,0.00423,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
