               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.035788,           0.0056019,          0.00097792,             0.82282,             0.76524,             0.82956,             0.48316,            0.033823,           0.0052977,           0.0016856,            0.004852,            0.004852,            0.004852
                 158,            0.035174,           0.0055511,          0.00083561,             0.82502,             0.76265,             0.82985,             0.48305,            0.033805,           0.0052932,           0.0016997,            0.004819,            0.004819,            0.004819
                 159,            0.035343,           0.0054951,          0.00081582,             0.83082,             0.76174,             0.82965,             0.48407,            0.033795,             0.00529,           0.0017089,            0.004786,            0.004786,            0.004786
                 160,             0.03522,           0.0055461,          0.00080796,             0.83501,              0.7604,             0.82994,               0.485,            0.033786,           0.0052867,           0.0017194,            0.004753,            0.004753,            0.004753
                 161,            0.035058,            0.005484,          0.00086569,             0.83796,             0.75787,             0.83037,             0.48565,             0.03378,            0.005284,           0.0017271,             0.00472,             0.00472,             0.00472
                 162,            0.035399,           0.0055498,          0.00071493,             0.82965,             0.77077,                0.83,             0.48568,             0.03376,           0.0052812,           0.0017399,            0.004687,            0.004687,            0.004687
                 163,            0.035189,           0.0054829,          0.00083289,             0.83202,             0.76718,             0.83007,             0.48591,            0.033733,           0.0052789,           0.0017573,            0.004654,            0.004654,            0.004654
                 164,            0.035547,           0.0056159,          0.00091632,             0.83239,              0.7697,             0.83018,             0.48669,             0.03372,           0.0052767,           0.0017619,            0.004621,            0.004621,            0.004621
                 165,            0.034993,           0.0054759,          0.00075053,             0.83176,             0.77081,             0.83118,             0.48623,            0.033722,           0.0052727,           0.0017606,            0.004588,            0.004588,            0.004588
                 166,            0.035156,           0.0055057,          0.00083203,             0.83182,             0.76997,              0.8311,             0.48607,            0.033708,           0.0052716,           0.0017635,            0.004555,            0.004555,            0.004555
                 167,            0.034914,            0.005523,           0.0006898,             0.83194,              0.7699,             0.83201,             0.48632,            0.033696,           0.0052698,           0.0017754,            0.004522,            0.004522,            0.004522
                 168,            0.034654,            0.005425,          0.00084722,             0.83379,             0.76854,             0.83232,             0.48636,            0.033681,           0.0052671,            0.001786,            0.004489,            0.004489,            0.004489
                 169,            0.034739,           0.0054404,           0.0007578,             0.83511,             0.76884,             0.83312,             0.48802,            0.033673,           0.0052643,           0.0017933,            0.004456,            0.004456,            0.004456
                 170,            0.034661,           0.0055473,           0.0007634,             0.83427,             0.77032,             0.83394,             0.48707,            0.033663,           0.0052624,           0.0018067,            0.004423,            0.004423,            0.004423
                 171,            0.034504,           0.0054229,          0.00070248,             0.82962,             0.76566,             0.83036,             0.48731,            0.033645,           0.0052587,            0.001823,             0.00439,             0.00439,             0.00439
                 172,            0.034483,           0.0053944,          0.00081033,             0.82946,             0.76615,             0.83025,             0.48683,            0.033622,           0.0052555,           0.0018334,            0.004357,            0.004357,            0.004357
                 173,            0.034192,           0.0054598,          0.00069969,             0.82845,              0.7634,             0.83014,             0.48698,            0.033601,           0.0052527,           0.0018378,            0.004324,            0.004324,            0.004324
                 174,            0.034183,           0.0053293,          0.00064792,             0.82875,              0.7634,             0.82974,              0.4867,            0.033583,           0.0052514,            0.001853,            0.004291,            0.004291,            0.004291
                 175,            0.034476,           0.0054384,          0.00072006,             0.82936,             0.76379,             0.83087,             0.48773,            0.033567,           0.0052497,           0.0018715,            0.004258,            0.004258,            0.004258
                 176,            0.034358,           0.0054108,          0.00080227,             0.83018,             0.76531,             0.83466,             0.48905,            0.033557,           0.0052463,           0.0018917,            0.004225,            0.004225,            0.004225
                 177,             0.03424,           0.0053462,          0.00075618,             0.82887,             0.76698,             0.83481,             0.48904,             0.03353,           0.0052427,           0.0019056,            0.004192,            0.004192,            0.004192
                 178,            0.034015,            0.005373,          0.00065157,             0.82685,             0.76521,             0.83477,             0.48784,            0.033511,           0.0052394,           0.0019307,            0.004159,            0.004159,            0.004159
                 179,            0.033711,           0.0052862,          0.00069248,              0.8276,             0.76576,             0.83538,             0.48803,            0.033484,           0.0052367,           0.0019586,            0.004126,            0.004126,            0.004126
                 180,            0.034025,           0.0053331,          0.00072658,             0.81979,             0.77656,             0.83577,             0.48814,            0.033476,           0.0052337,           0.0019802,            0.004093,            0.004093,            0.004093
                 181,            0.033746,            0.005339,          0.00064193,             0.81678,             0.77941,               0.836,             0.48774,            0.033466,           0.0052306,           0.0019976,             0.00406,             0.00406,             0.00406
                 182,            0.033811,           0.0052747,          0.00079829,             0.81433,             0.77994,             0.83572,             0.48841,            0.033437,           0.0052267,           0.0020054,            0.004027,            0.004027,            0.004027
                 183,            0.033684,           0.0053032,           0.0007765,             0.81274,             0.78013,             0.83472,             0.48919,            0.033432,           0.0052233,           0.0020061,            0.003994,            0.003994,            0.003994
                 184,            0.033496,           0.0052368,          0.00066127,             0.81142,              0.7796,             0.83491,             0.48957,            0.033406,            0.005222,           0.0020071,            0.003961,            0.003961,            0.003961
                 185,            0.033437,           0.0052444,          0.00062619,             0.81254,              0.7782,             0.83488,             0.48996,            0.033401,           0.0052194,           0.0020182,            0.003928,            0.003928,            0.003928
                 186,            0.033593,           0.0051984,          0.00064071,             0.81268,              0.7778,             0.83468,             0.48854,            0.033378,           0.0052158,           0.0020326,            0.003895,            0.003895,            0.003895
                 187,            0.033533,            0.005332,          0.00074051,             0.81265,             0.77748,             0.83498,             0.48878,            0.033377,           0.0052137,           0.0020449,            0.003862,            0.003862,            0.003862
                 188,            0.033438,           0.0052544,           0.0007276,             0.81176,             0.77831,             0.83569,             0.48957,            0.033365,           0.0052135,           0.0020585,            0.003829,            0.003829,            0.003829
                 189,            0.033238,           0.0053058,           0.0006446,             0.81253,             0.77517,              0.8357,             0.48949,            0.033357,           0.0052111,           0.0020775,            0.003796,            0.003796,            0.003796
                 190,            0.033154,           0.0052351,          0.00063729,             0.81509,             0.77555,             0.83564,             0.48949,            0.033348,           0.0052084,           0.0020965,            0.003763,            0.003763,            0.003763
                 191,            0.033073,           0.0052495,          0.00067293,             0.81624,             0.76869,             0.83505,             0.48838,            0.033345,           0.0052046,           0.0021039,             0.00373,             0.00373,             0.00373
                 192,            0.032572,           0.0051708,          0.00061468,             0.81787,             0.76987,             0.83582,             0.48888,            0.033327,           0.0051997,           0.0021131,            0.003697,            0.003697,            0.003697
                 193,            0.032945,           0.0052805,          0.00062118,             0.81638,             0.77602,             0.83696,             0.48928,            0.033343,           0.0051949,           0.0021235,            0.003664,            0.003664,            0.003664
                 194,            0.032913,           0.0051795,          0.00062347,             0.81713,             0.77678,             0.83732,             0.48847,            0.033331,           0.0051918,           0.0021328,            0.003631,            0.003631,            0.003631
                 195,            0.032817,           0.0051477,          0.00069113,              0.8184,             0.77781,             0.83851,             0.49027,            0.033331,           0.0051884,           0.0021399,            0.003598,            0.003598,            0.003598
                 196,            0.032497,           0.0051476,          0.00053351,             0.82013,             0.77755,             0.83758,             0.49033,            0.033336,           0.0051863,           0.0021393,            0.003565,            0.003565,            0.003565
                 197,            0.033025,           0.0051294,          0.00069468,             0.82391,             0.77242,             0.83806,             0.49065,            0.033316,           0.0051833,           0.0021408,            0.003532,            0.003532,            0.003532
                 198,            0.032228,            0.005176,          0.00067997,             0.81958,             0.77477,             0.83749,              0.4907,            0.033307,           0.0051807,           0.0021381,            0.003499,            0.003499,            0.003499
                 199,             0.03222,           0.0051192,          0.00063462,             0.81986,             0.77368,              0.8373,             0.49103,            0.033297,            0.005179,           0.0021337,            0.003466,            0.003466,            0.003466
                 200,            0.032328,           0.0051918,          0.00054164,             0.81776,             0.77547,             0.83818,             0.49084,             0.03329,           0.0051771,           0.0021407,            0.003433,            0.003433,            0.003433
                 201,            0.032334,           0.0050765,          0.00061052,             0.81766,             0.77277,              0.8374,              0.4909,            0.033276,           0.0051757,           0.0021437,              0.0034,              0.0034,              0.0034
                 202,            0.032193,           0.0051276,          0.00059034,             0.81916,             0.77311,             0.83838,             0.49116,            0.033273,            0.005173,           0.0021353,            0.003367,            0.003367,            0.003367
                 203,            0.032039,           0.0050757,          0.00061836,              0.8253,             0.76898,             0.83866,             0.49148,            0.033269,           0.0051719,           0.0021335,            0.003334,            0.003334,            0.003334
                 204,            0.032258,            0.005031,           0.0005237,             0.83181,             0.76861,             0.83895,             0.49233,            0.033261,           0.0051705,            0.002133,            0.003301,            0.003301,            0.003301
                 205,            0.032218,           0.0051049,          0.00057975,             0.82365,             0.77133,             0.83901,             0.49252,            0.033271,             0.00517,           0.0021391,            0.003268,            0.003268,            0.003268
                 206,            0.032198,           0.0050447,          0.00055208,             0.82271,             0.77198,             0.83923,             0.49255,            0.033273,           0.0051665,           0.0021378,            0.003235,            0.003235,            0.003235
                 207,            0.032147,           0.0050841,          0.00068125,              0.8234,             0.77198,             0.84006,              0.4926,            0.033265,           0.0051639,           0.0021397,            0.003202,            0.003202,            0.003202
                 208,            0.032082,           0.0051248,          0.00058287,             0.82482,             0.77463,             0.84087,             0.49353,            0.033246,           0.0051619,           0.0021428,            0.003169,            0.003169,            0.003169
                 209,            0.031643,           0.0050058,          0.00058433,             0.81982,             0.77681,             0.84065,             0.49393,            0.033254,           0.0051593,           0.0021536,            0.003136,            0.003136,            0.003136
                 210,            0.031849,           0.0050168,          0.00059931,             0.81571,             0.77954,             0.84047,             0.49432,            0.033258,           0.0051564,           0.0021742,            0.003103,            0.003103,            0.003103
                 211,             0.03138,           0.0050299,          0.00062403,             0.81893,             0.78117,             0.84075,             0.49534,            0.033257,           0.0051549,           0.0021887,             0.00307,             0.00307,             0.00307
                 212,            0.031856,           0.0050351,          0.00059845,             0.81731,             0.78455,              0.8411,              0.4953,            0.033256,           0.0051532,           0.0021968,            0.003037,            0.003037,            0.003037
                 213,             0.03129,           0.0050109,          0.00054873,             0.81655,             0.78574,             0.84185,             0.49592,            0.033261,           0.0051518,            0.002203,            0.003004,            0.003004,            0.003004
                 214,            0.031689,           0.0049722,          0.00058096,             0.80234,             0.79135,              0.8413,             0.49569,            0.033249,           0.0051503,           0.0022103,            0.002971,            0.002971,            0.002971
                 215,            0.030662,           0.0049397,          0.00046603,             0.80725,             0.78877,             0.84181,             0.49583,            0.033249,           0.0051503,           0.0022179,            0.002938,            0.002938,            0.002938
                 216,            0.030953,           0.0049265,          0.00049996,              0.8216,             0.78613,             0.84308,             0.49695,            0.033244,            0.005151,           0.0022279,            0.002905,            0.002905,            0.002905
                 217,            0.030971,           0.0049658,          0.00050103,             0.82528,             0.78288,             0.84362,             0.49741,            0.033234,           0.0051501,            0.002249,            0.002872,            0.002872,            0.002872
                 218,            0.030915,           0.0049058,          0.00058901,             0.82589,             0.77828,             0.84369,             0.49778,            0.033234,           0.0051489,           0.0022691,            0.002839,            0.002839,            0.002839
                 219,            0.030686,           0.0048845,          0.00055259,              0.8191,             0.78451,             0.84353,             0.49774,            0.033234,           0.0051467,           0.0022867,            0.002806,            0.002806,            0.002806
                 220,            0.030972,           0.0048872,          0.00049302,             0.82908,             0.78333,             0.84656,             0.49939,            0.033256,           0.0051455,           0.0023145,            0.002773,            0.002773,            0.002773
                 221,            0.030482,           0.0047952,          0.00051585,             0.82646,             0.78361,             0.84674,             0.49968,            0.033256,           0.0051422,           0.0023271,             0.00274,             0.00274,             0.00274
                 222,            0.030635,           0.0048653,          0.00049882,             0.82312,             0.78089,             0.84395,             0.50122,            0.033275,           0.0051406,           0.0023478,            0.002707,            0.002707,            0.002707
                 223,            0.030393,           0.0049291,          0.00061394,             0.81839,             0.78458,             0.84474,             0.50176,            0.033284,           0.0051381,           0.0023717,            0.002674,            0.002674,            0.002674
                 224,            0.030496,           0.0049215,          0.00052936,             0.82323,             0.78209,             0.84404,             0.50202,            0.033268,           0.0051386,           0.0023892,            0.002641,            0.002641,            0.002641
                 225,            0.030492,           0.0048198,           0.0005008,             0.83435,             0.77561,             0.84434,             0.50137,            0.033246,           0.0051364,           0.0024011,            0.002608,            0.002608,            0.002608
                 226,            0.030427,           0.0048333,          0.00044951,             0.83536,             0.77396,             0.84458,             0.50193,            0.033233,           0.0051347,           0.0024208,            0.002575,            0.002575,            0.002575
                 227,            0.030393,           0.0048251,          0.00049421,              0.8364,             0.78067,             0.84832,             0.50299,            0.033217,           0.0051329,            0.002437,            0.002542,            0.002542,            0.002542
                 228,            0.030045,           0.0047772,          0.00047058,             0.83142,             0.78826,             0.84855,              0.5023,            0.033216,           0.0051314,           0.0024544,            0.002509,            0.002509,            0.002509
                 229,            0.029713,           0.0048388,          0.00043504,               0.829,             0.78752,             0.84795,             0.50265,            0.033222,           0.0051317,           0.0024672,            0.002476,            0.002476,            0.002476
                 230,            0.029802,           0.0047438,          0.00044996,             0.83033,             0.78763,             0.84764,             0.50271,            0.033218,           0.0051314,           0.0024858,            0.002443,            0.002443,            0.002443
                 231,            0.029656,           0.0047114,          0.00046483,             0.82958,             0.78708,             0.84788,             0.50307,            0.033212,           0.0051309,            0.002514,             0.00241,             0.00241,             0.00241
                 232,            0.029734,           0.0047637,           0.0004338,             0.82985,              0.7869,             0.84794,             0.50243,            0.033205,           0.0051292,           0.0025303,            0.002377,            0.002377,            0.002377
                 233,             0.02981,            0.004735,          0.00045366,             0.82933,             0.78687,             0.84844,             0.50285,            0.033196,           0.0051283,           0.0025535,            0.002344,            0.002344,            0.002344
                 234,            0.029667,           0.0047906,          0.00044399,             0.83011,             0.78779,             0.84847,             0.50396,            0.033183,           0.0051272,            0.002577,            0.002311,            0.002311,            0.002311
                 235,            0.029473,           0.0047379,          0.00044617,             0.82813,             0.78815,             0.84846,             0.50455,             0.03317,           0.0051259,            0.002596,            0.002278,            0.002278,            0.002278
                 236,            0.029235,           0.0047509,          0.00049663,             0.83008,             0.78791,              0.8486,             0.50421,            0.033161,            0.005125,           0.0026039,            0.002245,            0.002245,            0.002245
                 237,            0.029511,           0.0046925,          0.00042142,             0.82918,             0.78888,              0.8489,             0.50522,            0.033167,           0.0051231,           0.0026176,            0.002212,            0.002212,            0.002212
                 238,            0.029268,            0.004686,          0.00044638,             0.82868,             0.78999,              0.8491,             0.50499,            0.033155,           0.0051237,           0.0026211,            0.002179,            0.002179,            0.002179
                 239,            0.028769,           0.0046353,          0.00042878,             0.82793,             0.78838,             0.84875,             0.50543,            0.033143,           0.0051215,           0.0026332,            0.002146,            0.002146,            0.002146
                 240,            0.028931,           0.0046569,          0.00040879,             0.82869,             0.78795,             0.84881,             0.50641,            0.033132,           0.0051196,           0.0026532,            0.002113,            0.002113,            0.002113
                 241,            0.028852,            0.004668,          0.00041446,             0.82775,             0.78703,             0.84801,             0.50675,            0.033125,           0.0051195,           0.0026678,             0.00208,             0.00208,             0.00208
                 242,            0.028591,           0.0046409,          0.00051154,             0.82926,             0.78805,              0.8488,             0.50656,            0.033117,           0.0051217,           0.0026766,            0.002047,            0.002047,            0.002047
                 243,            0.028728,           0.0045982,          0.00042756,              0.8326,             0.78805,             0.84879,             0.50632,             0.03311,           0.0051231,           0.0026878,            0.002014,            0.002014,            0.002014
                 244,            0.028762,           0.0045987,          0.00043667,             0.83183,             0.78699,             0.84924,             0.50638,            0.033083,           0.0051232,           0.0027043,            0.001981,            0.001981,            0.001981
                 245,            0.028722,           0.0046355,           0.0004714,             0.83259,             0.78612,             0.85036,             0.50697,            0.033079,           0.0051238,           0.0027236,            0.001948,            0.001948,            0.001948
                 246,            0.028452,           0.0045782,          0.00043507,             0.83089,              0.7853,             0.84983,             0.50609,            0.033069,            0.005125,           0.0027327,            0.001915,            0.001915,            0.001915
                 247,            0.028518,           0.0045377,          0.00037623,             0.83372,             0.78375,             0.85005,             0.50568,            0.033077,           0.0051265,           0.0027436,            0.001882,            0.001882,            0.001882
                 248,            0.028059,           0.0045721,          0.00040551,             0.83145,             0.78544,             0.85009,             0.50549,             0.03308,           0.0051266,           0.0027684,            0.001849,            0.001849,            0.001849
                 249,             0.02806,           0.0045399,          0.00040604,             0.83035,             0.78845,             0.84986,             0.50539,            0.033077,           0.0051271,           0.0027854,            0.001816,            0.001816,            0.001816
                 250,            0.028288,           0.0045647,          0.00037335,             0.82948,             0.78816,             0.84935,             0.50577,            0.033065,           0.0051266,           0.0027932,            0.001783,            0.001783,            0.001783
                 251,            0.028326,           0.0045287,          0.00045804,             0.83365,             0.78461,             0.84942,             0.50549,             0.03305,           0.0051275,           0.0027983,             0.00175,             0.00175,             0.00175
                 252,             0.02788,           0.0045189,          0.00044377,             0.83134,             0.78289,             0.84682,             0.50433,             0.03304,           0.0051284,           0.0028036,            0.001717,            0.001717,            0.001717
                 253,            0.027735,           0.0045678,          0.00037063,             0.83146,             0.78255,             0.84679,             0.50429,            0.033027,           0.0051284,           0.0028058,            0.001684,            0.001684,            0.001684
                 254,             0.02767,           0.0044732,          0.00039729,             0.82931,             0.78203,             0.84661,             0.50542,            0.033014,           0.0051294,           0.0028149,            0.001651,            0.001651,            0.001651
                 255,            0.027417,           0.0044152,          0.00042817,             0.83101,             0.78137,             0.84687,             0.50528,            0.033007,           0.0051309,           0.0028278,            0.001618,            0.001618,            0.001618
                 256,            0.027431,            0.004408,          0.00034588,             0.83384,             0.78031,             0.84676,              0.5038,            0.032998,           0.0051329,           0.0028441,            0.001585,            0.001585,            0.001585
                 257,            0.027021,           0.0044466,          0.00039382,             0.83109,             0.78084,              0.8466,             0.50429,            0.032995,           0.0051347,           0.0028672,            0.001552,            0.001552,            0.001552
                 258,            0.027355,           0.0043974,          0.00040215,             0.83603,             0.77777,             0.84611,             0.50471,            0.032977,           0.0051373,           0.0028872,            0.001519,            0.001519,            0.001519
                 259,            0.027134,           0.0044346,          0.00041679,             0.83428,             0.77762,             0.84617,             0.50503,            0.032979,           0.0051372,           0.0028998,            0.001486,            0.001486,            0.001486
                 260,            0.027186,           0.0043779,           0.0003537,             0.83096,             0.77967,             0.84655,              0.5057,            0.032967,           0.0051377,           0.0029147,            0.001453,            0.001453,            0.001453
                 261,            0.026805,            0.004333,          0.00044624,             0.82635,             0.78594,             0.84671,             0.50629,            0.032965,           0.0051381,           0.0029338,             0.00142,             0.00142,             0.00142
                 262,            0.027107,           0.0044139,          0.00037743,             0.83464,             0.77895,             0.84729,              0.5056,            0.032961,           0.0051395,           0.0029444,            0.001387,            0.001387,            0.001387
                 263,             0.02697,           0.0043634,          0.00031792,             0.83067,             0.78459,             0.84748,             0.50541,            0.032972,           0.0051416,           0.0029589,            0.001354,            0.001354,            0.001354
                 264,            0.026652,           0.0043613,          0.00030753,             0.83055,             0.78369,              0.8464,             0.50536,            0.032972,           0.0051441,           0.0029749,            0.001321,            0.001321,            0.001321
                 265,            0.026675,           0.0044003,          0.00037476,             0.83186,              0.7847,             0.84799,             0.50625,            0.032967,           0.0051482,            0.002987,            0.001288,            0.001288,            0.001288
                 266,            0.026481,            0.004343,          0.00037135,             0.83019,             0.78892,             0.84676,             0.50594,            0.032962,           0.0051516,           0.0029978,            0.001255,            0.001255,            0.001255
                 267,            0.026302,           0.0042527,          0.00026356,             0.82802,             0.78583,             0.84528,             0.50556,            0.032955,           0.0051551,           0.0030102,            0.001222,            0.001222,            0.001222
                 268,            0.026171,           0.0042738,          0.00030592,             0.82931,             0.78517,             0.84544,             0.50548,            0.032953,           0.0051585,           0.0030259,            0.001189,            0.001189,            0.001189
                 269,             0.02585,           0.0042774,          0.00025554,             0.82606,             0.78634,             0.84528,             0.50506,             0.03295,           0.0051623,            0.003042,            0.001156,            0.001156,            0.001156
                 270,             0.02598,           0.0042502,          0.00026876,             0.82581,             0.78892,             0.84513,             0.50553,            0.032959,           0.0051654,           0.0030553,            0.001123,            0.001123,            0.001123
                 271,             0.02576,           0.0041838,          0.00036534,             0.82347,             0.78944,             0.84526,             0.50436,            0.032965,           0.0051684,           0.0030667,             0.00109,             0.00109,             0.00109
                 272,            0.025765,            0.004256,           0.0003552,             0.82235,              0.7901,              0.8454,             0.50479,            0.032968,           0.0051699,           0.0030838,            0.001057,            0.001057,            0.001057
                 273,            0.025588,           0.0041518,          0.00030932,             0.82061,             0.79039,             0.84546,             0.50471,            0.032981,           0.0051729,           0.0030995,            0.001024,            0.001024,            0.001024
                 274,            0.025448,           0.0042213,          0.00042537,             0.82421,             0.79304,             0.84766,              0.5044,            0.032988,           0.0051767,           0.0031108,            0.000991,            0.000991,            0.000991
                 275,            0.025403,           0.0041633,          0.00029157,             0.82736,             0.79124,             0.84656,             0.50461,            0.032993,           0.0051809,            0.003115,            0.000958,            0.000958,            0.000958
                 276,            0.025434,           0.0041518,          0.00028533,             0.82765,             0.79123,             0.84686,             0.50483,            0.033005,           0.0051842,           0.0031177,            0.000925,            0.000925,            0.000925
                 277,            0.024878,           0.0041299,          0.00024959,             0.82578,             0.79068,             0.84707,              0.5047,            0.033001,           0.0051876,           0.0031242,            0.000892,            0.000892,            0.000892
                 278,            0.025043,           0.0041232,          0.00031739,             0.82425,             0.79216,             0.84689,             0.50423,            0.032992,             0.00519,           0.0031348,            0.000859,            0.000859,            0.000859
                 279,             0.02514,           0.0041285,           0.0003241,             0.82578,             0.79282,              0.8477,             0.50295,            0.032992,           0.0051918,           0.0031496,            0.000826,            0.000826,            0.000826
                 280,            0.024946,           0.0041321,          0.00027738,             0.82391,             0.79757,             0.84788,             0.50342,            0.032998,           0.0051943,           0.0031645,            0.000793,            0.000793,            0.000793
                 281,            0.024659,            0.004136,          0.00031886,             0.82319,             0.79537,             0.84757,             0.50459,            0.033002,           0.0051975,           0.0031746,             0.00076,             0.00076,             0.00076
                 282,            0.024653,           0.0041107,          0.00026924,             0.82361,             0.79578,             0.84783,             0.50483,            0.033015,           0.0052011,           0.0031872,            0.000727,            0.000727,            0.000727
                 283,            0.024454,           0.0040566,          0.00029751,             0.82654,             0.79407,             0.84846,             0.50555,             0.03302,           0.0052036,            0.003195,            0.000694,            0.000694,            0.000694
                 284,             0.02465,           0.0040396,          0.00026847,             0.82949,             0.79275,             0.84742,             0.50482,            0.033028,           0.0052061,           0.0032088,            0.000661,            0.000661,            0.000661
                 285,            0.024279,           0.0040232,          0.00027564,             0.82856,              0.7924,             0.84752,             0.50598,            0.033038,            0.005209,            0.003222,            0.000628,            0.000628,            0.000628
                 286,            0.024181,           0.0040223,          0.00024624,             0.82985,             0.79178,             0.84721,             0.50545,            0.033048,           0.0052125,           0.0032371,            0.000595,            0.000595,            0.000595
                 287,            0.024133,           0.0040496,          0.00022948,             0.82875,             0.79324,             0.84808,             0.50636,            0.033052,           0.0052156,           0.0032504,            0.000562,            0.000562,            0.000562
                 288,            0.024057,            0.003977,          0.00023431,             0.82626,             0.79638,             0.84774,             0.50652,             0.03306,           0.0052185,           0.0032638,            0.000529,            0.000529,            0.000529
                 289,            0.023737,            0.004001,          0.00023443,             0.82525,             0.79572,             0.84764,             0.50513,            0.033071,           0.0052215,           0.0032777,            0.000496,            0.000496,            0.000496
                 290,             0.02374,           0.0039375,          0.00023804,             0.82597,             0.79347,             0.84746,             0.50467,            0.033081,           0.0052239,           0.0032906,            0.000463,            0.000463,            0.000463
                 291,            0.023767,           0.0039502,          0.00021421,             0.82879,             0.79218,              0.8473,              0.5043,            0.033091,           0.0052272,           0.0033029,             0.00043,             0.00043,             0.00043
                 292,            0.023467,            0.003949,          0.00020875,             0.82825,             0.79432,             0.84725,             0.50474,            0.033095,           0.0052304,           0.0033175,            0.000397,            0.000397,            0.000397
                 293,            0.023366,           0.0039124,          0.00026583,             0.82578,             0.79313,             0.84739,             0.50459,            0.033104,           0.0052334,           0.0033301,            0.000364,            0.000364,            0.000364
                 294,            0.023391,           0.0039251,          0.00025495,             0.82821,             0.78883,             0.84771,             0.50401,            0.033116,           0.0052353,           0.0033396,            0.000331,            0.000331,            0.000331
                 295,            0.023132,           0.0039023,          0.00021065,             0.82735,             0.78988,             0.84745,             0.50433,            0.033127,           0.0052372,           0.0033489,            0.000298,            0.000298,            0.000298
                 296,            0.023131,           0.0039235,          0.00022681,             0.82781,             0.79003,             0.84676,             0.50491,             0.03314,           0.0052408,           0.0033641,            0.000265,            0.000265,            0.000265
                 297,            0.023016,           0.0038622,          0.00021068,             0.83904,             0.77756,             0.84676,             0.50452,            0.033154,           0.0052439,           0.0033802,            0.000232,            0.000232,            0.000232
                 298,            0.022639,           0.0038239,          0.00021563,             0.83916,             0.77831,             0.84665,             0.50419,             0.03317,           0.0052472,           0.0033961,            0.000199,            0.000199,            0.000199
                 299,            0.022769,           0.0038843,          0.00020536,             0.83109,             0.78681,             0.84681,             0.50444,            0.033187,           0.0052499,           0.0034109,            0.000166,            0.000166,            0.000166
